"Date","Department","Category","Region","Budget Amount","Actual Amount","Payment Method","Transaction ID"
"2022-12-15","HR","Utilities","West","45701","166814","Card","TXN103338"
"2023-05-10","Finance","Utilities","South","133327","56736","Card","TXN103339"
"2021-01-21","Sales","Salaries","Central","29752","109458","Card","TXN103340"
"2021-08-30","Finance","Infrastructure","North","149138","58420","UPI","TXN103341"
"2022-03-31","HR","Salaries","North","87045","61257","UPI","TXN103342"
"2023-08-21","IT","Infrastructure","West","149333","51096","Bank Transfer","TXN103343"
"2022-09-13","Sales","Salaries","South","102689","97764","Card","TXN103344"
"2021-10-30","HR","Utilities","South","145657","84061","Cash","TXN103345"
"2023-03-14","IT","Training","East","63750","32790","Cash","TXN103346"
"2023-08-22","Marketing","Utilities","North","37632","123683","Cash","TXN103347"
"2021-03-10","Operations","Salaries","North","48585","168839","Bank Transfer","TXN103348"
"2021-07-15","HR","Infrastructure","North","10116","13327","Cash","TXN103349"
"2021-05-20","Operations","Travel","North","25616","125898","Card","TXN103350"
"2021-10-10","Finance","Training","Central","93733","115107","Bank Transfer","TXN103351"
"2021-11-08","Operations","Infrastructure","South","123246","129354","Bank Transfer","TXN103352"
"2023-01-16","HR","Salaries","East","39590","71827","UPI","TXN103353"
"2021-10-04","Operations","Infrastructure","Central","125591","65225","Card","TXN103354"
"2021-03-02","Sales","Marketing","South","18685","20644","Cash","TXN103355"
"2021-02-21","HR","Infrastructure","West","79394","87163","Card","TXN103356"
"2021-06-02","IT","Utilities","North","106752","100017","Card","TXN103357"
"2022-06-28","Operations","Utilities","East","29067","135240","Bank Transfer","TXN103358"
"2022-07-21","Sales","Marketing","South","112034","79410","Cash","TXN103359"
"2022-09-14","Finance","Training","West","121186","9106","Cash","TXN103360"
"2021-11-10","Finance","Infrastructure","North","48211","120420","Cash","TXN103361"
"2023-03-18","Operations","Training","West","106516","147491","UPI","TXN103362"
"2023-04-28","Finance","Travel","West","50727","124676","Card","TXN103363"
"2021-04-07","IT","Infrastructure","Central","24464","64329","Bank Transfer","TXN103364"
"2023-05-31","HR","Utilities","West","120875","48908","Bank Transfer","TXN103365"
"2023-04-09","Sales","Utilities","Central","89035","46787","Bank Transfer","TXN103366"
"2021-05-17","Marketing","Training","Central","74086","134887","Cash","TXN103367"
"2023-10-27","Operations","Salaries","West","147869","160096","Cash","TXN103368"
"2023-10-08","Finance","Utilities","South","14858","98355","Bank Transfer","TXN103369"
"2021-04-19","HR","Salaries","West","70796","115745","Card","TXN103370"
"2022-07-01","Marketing","Utilities","West","75509","30755","Bank Transfer","TXN103371"
"2023-11-29","IT","Utilities","South","58393","36356","Card","TXN103372"
"2022-10-24","Finance","Travel","North","148306","121526","Bank Transfer","TXN103373"
"2022-03-01","Finance","Salaries","East","38547","85260","Card","TXN103374"
"2022-09-22","Sales","Salaries","North","63804","17127","Bank Transfer","TXN103375"
"2021-09-18","IT","Utilities","West","65941","86205","UPI","TXN103376"
"2021-03-28","IT","Salaries","North","33567","149950","UPI","TXN103377"
"2022-04-10","Operations","Utilities","East","12325","71041","Cash","TXN103378"
"2021-03-17","Marketing","Utilities","North","81386","108180","Cash","TXN103379"
"2022-04-16","Sales","Training","East","65516","10205","Cash","TXN103380"
"2022-02-18","Operations","Infrastructure","North","138192","72767","Cash","TXN103381"
"2023-04-05","Sales","Salaries","Central","31149","32401","Bank Transfer","TXN103382"
"2023-06-14","IT","Marketing","West","12879","41314","UPI","TXN103383"
"2022-12-27","Sales","Training","East","110492","133748","Cash","TXN103384"
"2022-04-02","Sales","Salaries","West","94701","75605","Card","TXN103385"
"2022-10-15","Sales","Salaries","Central","92195","63362","Card","TXN103386"
"2022-11-03","HR","Travel","North","24908","64005","Cash","TXN103387"
"2022-05-10","HR","Marketing","West","27650","104867","Cash","TXN103388"
"2023-12-05","Marketing","Marketing","North","136853","168591","Cash","TXN103389"
"2022-08-20","Marketing","Travel","North","82112","96650","Bank Transfer","TXN103390"
"2022-03-26","IT","Travel","West","46872","40784","Card","TXN103391"
"2022-04-30","Sales","Salaries","East","123508","10809","Card","TXN103392"
"2022-10-08","IT","Infrastructure","East","106003","101371","Card","TXN103393"
"2022-09-12","HR","Travel","West","91951","16519","UPI","TXN103394"
"2023-11-08","Sales","Marketing","East","125539","163993","Bank Transfer","TXN103395"
"2022-10-24","Operations","Marketing","South","103311","151535","UPI","TXN103396"
"2023-01-28","HR","Salaries","North","65020","153720","Bank Transfer","TXN103397"
"2021-10-16","HR","Infrastructure","West","87272","88777","Card","TXN103398"
"2022-12-22","HR","Utilities","Central","102460","115039","Card","TXN103399"
"2022-09-30","Sales","Travel","West","54819","93370","UPI","TXN103400"
"2021-08-23","Marketing","Travel","West","65347","159161","Card","TXN103401"
"2022-02-20","Finance","Salaries","North","131019","55939","Cash","TXN103402"
"2023-07-27","Operations","Training","Central","132099","141820","Bank Transfer","TXN103403"
"2022-05-14","Operations","Training","North","71216","103516","Card","TXN103404"
"2023-09-01","IT","Infrastructure","East","75228","100965","Cash","TXN103405"
"2022-09-26","Sales","Marketing","West","70513","81913","UPI","TXN103406"
"2023-10-17","Marketing","Marketing","North","107347","126893","Card","TXN103407"
"2021-04-25","HR","Utilities","South","66141","164414","Card","TXN103408"
"2023-07-21","Finance","Marketing","West","79659","65378","Bank Transfer","TXN103409"
"2022-11-05","Sales","Training","East","21292","48871","Card","TXN103410"
"2023-11-01","Sales","Training","North","71265","66989","Bank Transfer","TXN103411"
"2021-07-25","Marketing","Travel","North","55689","48708","UPI","TXN103412"
"2021-09-04","Finance","Utilities","South","10071","36161","Bank Transfer","TXN103413"
"2023-01-28","HR","Infrastructure","East","42234","112169","UPI","TXN103414"
"2021-05-27","Sales","Utilities","South","146588","156253","Card","TXN103415"
"2021-04-28","Operations","Infrastructure","West","55037","162722","Cash","TXN103416"
"2022-02-16","Operations","Training","Central","18234","30736","UPI","TXN103417"
"2021-12-29","Finance","Marketing","North","145432","83387","Card","TXN103418"
"2021-05-17","HR","Salaries","South","110135","40805","UPI","TXN103419"
"2023-08-16","Finance","Utilities","North","91965","22429","Card","TXN103420"
"2021-01-19","Sales","Utilities","North","100094","154664","Card","TXN103421"
"2021-07-14","Operations","Travel","South","103753","66230","Cash","TXN103422"
"2021-11-26","IT","Travel","North","50160","70626","Bank Transfer","TXN103423"
"2021-06-24","Finance","Training","East","93595","72139","Cash","TXN103424"
"2023-09-29","IT","Infrastructure","East","115572","109664","UPI","TXN103425"
"2022-03-25","IT","Salaries","Central","21544","68007","Cash","TXN103426"
"2023-08-04","Marketing","Travel","East","16381","110602","Card","TXN103427"
"2021-05-21","Operations","Travel","South","147906","54567","Card","TXN103428"
"2023-01-28","Finance","Marketing","East","70514","11475","Cash","TXN103429"
"2023-07-19","IT","Marketing","Central","39398","136990","UPI","TXN103430"
"2021-04-03","Sales","Training","West","109316","112864","Bank Transfer","TXN103431"
"2021-08-27","Marketing","Training","West","96509","60529","Bank Transfer","TXN103432"
"2021-07-24","HR","Travel","South","17530","29425","Card","TXN103433"
"2022-07-14","Marketing","Infrastructure","Central","85733","62152","Bank Transfer","TXN103434"
"2021-09-02","HR","Salaries","East","94095","103129","Bank Transfer","TXN103435"
"2023-04-12","Operations","Travel","Central","55598","166320","UPI","TXN103436"
"2023-07-14","Finance","Infrastructure","North","108132","23169","Bank Transfer","TXN103437"
"2021-10-22","Finance","Infrastructure","Central","69130","77769","Cash","TXN103438"
"2022-10-02","HR","Travel","East","61524","10462","UPI","TXN103439"
"2023-05-06","Sales","Infrastructure","South","48996","27616","Cash","TXN103440"
"2021-01-17","HR","Utilities","North","67202","51627","Card","TXN103441"
"2021-03-12","HR","Infrastructure","Central","34116","32430","UPI","TXN103442"
"2021-11-01","Finance","Travel","West","117960","39877","Bank Transfer","TXN103443"
"2023-10-28","IT","Infrastructure","East","86769","123213","UPI","TXN103444"
"2023-03-28","Sales","Travel","South","97064","103821","Card","TXN103445"
"2023-04-01","Finance","Marketing","East","19250","40014","Cash","TXN103446"
"2021-07-12","Marketing","Travel","Central","35547","132024","Card","TXN103447"
"2022-06-13","HR","Infrastructure","South","69734","94750","UPI","TXN103448"
"2021-06-20","IT","Travel","West","146527","37392","Cash","TXN103449"
"2021-09-08","Sales","Salaries","North","35474","106766","Cash","TXN103450"
"2022-06-25","Operations","Travel","Central","52773","158419","UPI","TXN103451"
"2022-02-20","Sales","Travel","South","142574","129071","Card","TXN103452"
"2023-03-05","Sales","Salaries","North","17042","118612","Bank Transfer","TXN103453"
"2021-01-25","HR","Salaries","South","40501","71935","Card","TXN103454"
"2022-10-30","HR","Salaries","Central","100454","83706","Bank Transfer","TXN103455"
"2022-09-24","Operations","Training","South","34242","86271","Card","TXN103456"
"2022-05-20","Operations","Utilities","West","119847","40348","UPI","TXN103457"
"2021-12-02","Operations","Training","South","66235","34539","Card","TXN103458"
"2022-03-01","Finance","Travel","Central","40766","20542","Card","TXN103459"
"2022-05-14","Finance","Training","South","146082","106606","UPI","TXN103460"
"2023-08-05","HR","Training","North","132023","161339","UPI","TXN103461"
"2022-09-22","HR","Salaries","North","121873","139848","Cash","TXN103462"
"2022-12-19","Operations","Salaries","East","119293","139695","Card","TXN103463"
"2021-12-05","Finance","Marketing","East","65270","27770","UPI","TXN103464"
"2022-10-21","IT","Training","West","104516","113334","UPI","TXN103465"
"2023-08-20","Finance","Utilities","North","23960","22723","Cash","TXN103466"
"2022-03-05","HR","Travel","East","109456","39327","UPI","TXN103467"
"2023-06-18","Finance","Infrastructure","South","23472","41055","Cash","TXN103468"
"2021-05-19","HR","Utilities","West","130578","37764","UPI","TXN103469"
"2023-07-31","Operations","Utilities","Central","136239","121385","Cash","TXN103470"
"2022-06-26","Operations","Marketing","East","68316","60791","Card","TXN103471"
"2021-02-26","Operations","Travel","East","124068","48723","UPI","TXN103472"
"2022-10-20","IT","Travel","North","128416","161791","UPI","TXN103473"
"2022-03-11","IT","Salaries","West","21603","107447","Card","TXN103474"
"2022-01-19","HR","Salaries","North","127754","23882","Card","TXN103475"
"2022-07-14","Sales","Utilities","North","104425","86732","Card","TXN103476"
"2021-07-13","Marketing","Marketing","West","10163","35092","Cash","TXN103477"
"2022-06-18","IT","Travel","South","110018","124889","UPI","TXN103478"
"2022-06-02","HR","Marketing","East","78998","29673","UPI","TXN103479"
"2022-12-17","Finance","Infrastructure","North","20287","137980","Bank Transfer","TXN103480"
"2023-01-21","Operations","Travel","East","16227","158913","Bank Transfer","TXN103481"
"2021-07-04","Operations","Salaries","West","94580","43512","UPI","TXN103482"
"2021-10-19","Operations","Utilities","South","60842","26737","Cash","TXN103483"
"2023-01-02","HR","Marketing","Central","43001","40061","Cash","TXN103484"
"2021-04-26","Operations","Salaries","South","57951","153761","Bank Transfer","TXN103485"
"2023-04-05","IT","Utilities","West","81875","11966","Bank Transfer","TXN103486"
"2023-12-09","Finance","Salaries","South","121497","136702","Bank Transfer","TXN103487"
"2022-11-16","Operations","Travel","Central","60197","105053","Bank Transfer","TXN103488"
"2021-03-23","HR","Marketing","North","14481","54534","Bank Transfer","TXN103489"
"2023-04-14","Finance","Infrastructure","South","47227","115088","Card","TXN103490"
"2021-11-29","Operations","Training","West","27791","27790","UPI","TXN103491"
"2022-07-11","Sales","Salaries","South","141279","60104","UPI","TXN103492"
"2021-12-01","Operations","Training","Central","99070","122507","Bank Transfer","TXN103493"
"2022-06-16","Marketing","Marketing","West","108205","99131","UPI","TXN103494"
"2021-08-09","IT","Travel","South","84223","21185","UPI","TXN103495"
"2022-09-27","Finance","Salaries","West","36782","18806","Card","TXN103496"
"2021-11-19","IT","Travel","Central","93669","157327","Card","TXN103497"
"2021-01-03","Sales","Infrastructure","North","14489","131970","Cash","TXN103498"
"2021-07-25","Sales","Infrastructure","Central","74430","25010","Cash","TXN103499"
"2021-02-09","Marketing","Utilities","North","82118","12766","Bank Transfer","TXN103500"
"2021-02-28","IT","Utilities","East","91274","16217","Cash","TXN103501"
"2023-08-09","Finance","Utilities","Central","149102","49581","Bank Transfer","TXN103502"
"2022-07-28","Sales","Travel","North","71603","119681","Cash","TXN103503"
"2022-10-06","Sales","Utilities","East","31118","101597","UPI","TXN103504"
"2023-04-23","Operations","Marketing","East","21593","59812","UPI","TXN103505"
"2022-09-11","Marketing","Training","East","77730","81203","Cash","TXN103506"
"2021-04-06","HR","Training","West","118653","125760","UPI","TXN103507"
"2023-06-17","Sales","Travel","Central","54592","48671","UPI","TXN103508"
"2023-12-22","Finance","Travel","Central","56652","113029","Bank Transfer","TXN103509"
"2022-07-15","Finance","Utilities","Central","145610","28117","UPI","TXN103510"
"2023-06-24","Operations","Training","Central","145914","39178","Cash","TXN103511"
"2021-12-14","Finance","Training","West","123393","78000","UPI","TXN103512"
"2022-11-02","Operations","Utilities","Central","101978","68118","Bank Transfer","TXN103513"
"2021-11-13","Sales","Travel","North","51464","140917","Cash","TXN103514"
"2022-12-20","Sales","Infrastructure","East","92639","85965","Bank Transfer","TXN103515"
"2023-12-08","Sales","Infrastructure","West","15773","163091","UPI","TXN103516"
"2021-09-07","Sales","Utilities","West","123680","109062","UPI","TXN103517"
"2021-11-10","HR","Infrastructure","Central","45646","64729","UPI","TXN103518"
"2023-03-18","Marketing","Marketing","East","25586","158334","Card","TXN103519"
"2022-04-30","Marketing","Marketing","North","105651","142476","Bank Transfer","TXN103520"
"2021-02-13","HR","Marketing","East","54180","57534","Cash","TXN103521"
"2022-07-25","Sales","Travel","South","125091","62162","UPI","TXN103522"
"2022-08-06","Finance","Travel","East","136633","50249","Card","TXN103523"
